,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
115,116,85000,1,5,107,74,210,260,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,309.2398584622107
116,117,85000,1,4,107,74,220,270,0,0,0,0,400,1,0,0,1,0,0,1,0,0,1,0,0,276.7237721739826
117,118,85000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,1,0,0,1,0,0,1,0,0,410.349038412552
118,119,100000,1,3,107,74,180,230,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,151.41307558382357
119,120,80000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,319.8699035841269
120,121,40000,1,4,107,74,285,330,0,0,0,0,320,0,1,0,0,1,0,0,1,1,0,0,0,318.38942837345246
121,122,50000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,0,1,1,0,0,0,405.6193771976323
122,123,100000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,1,0,0,1,0,0,1,0,0,405.1631635840813
123,124,100000,1,4,107,74,220,270,0,0,0,0,320,1,0,0,0,1,0,0,1,0,1,0,0,259.45082546775745
124,125,40000,1,4,107,74,405,450,0,0,0,0,440,1,0,0,0,1,0,1,0,0,1,0,0,451.56240542794336
125,126,100000,1,3,107,74,350,400,0,0,0,0,390,1,0,0,1,0,0,1,0,0,1,0,0,360.10771623402024
126,127,60000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,1,0,0,0,1,0,1,0,0,397.80322638378965
127,128,40000,1,4,107,74,450,500,0,0,0,0,480,1,0,0,1,0,0,1,0,1,0,0,0,523.6920488447621
128,129,95000,1,6,107,74,240,290,0,0,0,0,420,1,0,0,1,0,0,0,1,0,1,0,0,428.05276771467777
129,130,45000,1,3,107,74,480,300,0,0,0,1,390,1,0,0,0,1,0,1,0,0,1,0,0,375.0103267773457
130,131,85000,1,4,107,74,405,450,0,0,0,0,440,1,0,0,1,0,0,0,1,0,1,0,0,479.875257934606
131,132,60000,1,3,107,74,450,500,0,0,0,0,360,1,0,0,0,1,0,1,0,1,0,0,0,443.6923367561365
132,133,75000,1,4,107,74,480,300,0,0,0,0,520,1,0,0,0,1,0,0,1,0,1,0,0,444.17703721000134
133,134,80000,1,4,107,74,300,350,0,0,0,0,440,1,0,0,1,0,0,1,0,0,1,0,0,364.5857647269401
134,135,95000,1,6,107,74,240,290,0,0,0,0,420,1,0,0,1,0,0,0,1,1,0,0,0,428.05276771467777
135,136,95000,1,6,107,74,330,380,0,0,0,0,540,1,0,0,0,1,0,1,0,0,1,0,0,507.8995773492114
136,137,95000,1,4,107,74,450,500,0,0,0,0,480,1,0,0,1,0,0,1,0,1,0,0,0,533.8119624951631
137,138,95000,1,5,107,74,230,280,0,0,0,0,450,1,0,0,0,1,0,0,1,0,1,0,0,333.27533893803206
138,139,95000,1,3,107,74,600,450,0,0,0,0,480,1,0,0,0,1,0,1,0,0,1,0,0,530.3243485225019
139,140,95000,1,3,107,74,480,300,0,0,0,0,480,1,0,0,0,1,0,0,1,1,0,0,0,384.2102482777103
140,141,95000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,1,0,0,0,1,1,0,0,0,433.9322297042949
141,142,75000,1,6,107,74,280,330,0,0,0,0,600,1,0,0,0,1,0,0,1,0,1,0,0,448.73086830969436
142,143,95000,1,6,107,74,285,330,0,0,0,0,480,1,0,0,0,1,0,0,1,0,1,0,0,455.8028570887272
143,144,60000,1,3,107,74,720,380,0,0,0,0,570,1,0,0,1,0,0,1,0,0,1,0,0,595.1298568111687
144,145,75000,1,4,107,74,450,500,0,0,0,0,480,1,0,0,1,0,0,1,0,0,1,0,0,530.1319938950173
145,146,40000,1,4,107,74,180,230,0,0,0,0,400,1,0,0,0,1,0,1,0,0,1,0,0,204.01992731582297
146,147,65000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,0,1,0,0,1,0,1,0,0,386.6361466560716
147,148,85000,1,6,107,74,300,350,0,0,0,0,480,1,0,0,1,0,0,1,0,1,0,0,0,492.7992719418503
148,149,40000,1,4,107,74,120,170,0,0,0,0,160,1,0,0,0,1,0,1,0,1,0,0,0,137.43343878857752
149,150,45000,1,3,107,74,645,400,0,0,0,0,510,1,0,0,1,0,0,1,0,0,1,0,0,550.1169931379541
150,151,65000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,0,1,0,0,1,0,1,0,0,386.6361466560716
151,152,40000,1,4,107,74,360,410,0,0,0,0,400,1,0,0,0,1,0,0,1,1,0,0,0,403.7793928975594
152,153,40000,1,6,107,74,210,260,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,364.60668664431944
153,154,40000,1,5,107,74,380,430,0,0,0,0,100,1,0,0,0,1,0,0,1,0,1,0,0,489.6216466057447
154,155,40000,1,4,107,74,210,260,0,0,0,0,120,1,0,0,0,1,0,0,1,1,0,0,0,237.3131715794457
